text,text_preprocessing_awal,label_sentimen,confidence
Kok lu mikirin bgt ya sama orang2 yg terlibat MBG ini? Kepikir gak dampak sama orang2 yg kegusur karena MBG? Dana super gendut yang motong anggaran sana-sini? Dampak belasan ribu anak yg keracunan? Mikirrrr,kok lu mikirin bgt ya sama orang2 yg terlibat mbg ini? kepikir gak dampak sama orang2 yg kegusur karena mbg? dana super gendut yang motong anggaran sana-sini? dampak belasan ribu anak yg keracunan? mikirrrr,negatif,0.996895432472229
@tirta_cipeng Serakah dipaksa ditumbalkan ntahlah. Pokoknya ada yang keracunan MBG.,@USER serakah dipaksa ditumbalkan ntahlah. pokoknya ada yang keracunan mbg.,negatif,0.9973758459091187
@profesor_saham Pantasan nirempati ke korban keracunan mbg,@USER pantasan nirempati ke korban keracunan mbg,negatif,0.9974752068519592
@rubyl Sini gw jelasin biar otaknya keisi full ya. Mbg berhasil karena buka lapangan pekerjaan dan sekarang sudah 1jt lebih jumlahnya. Pertanian peternakan juga diuntungkan untuk menu MBG. Keracunan? Apakah presiden ga gerak? Lihat kepala BGN sudah diturunkan setelah evaluasi.,@USER sini gw jelasin biar otaknya keisi full ya. mbg berhasil karena buka lapangan pekerjaan dan sekarang sudah 1jt lebih jumlahnya. pertanian peternakan juga diuntungkan untuk menu mbg. keracunan? apakah presiden ga gerak? lihat kepala bgn sudah diturunkan setelah evaluasi.,negatif,0.5190689563751221
@TradingDiary2 Nah ini point penting nya pak T emang rela uangnya dipake honeymoon ke prancis? Emang rela uangnya dipake MBG yg bikin puluhan ribu anak anak keracunan?,@USER nah ini point penting nya pak t emang rela uangnya dipake honeymoon ke prancis? emang rela uangnya dipake mbg yg bikin puluhan ribu anak anak keracunan?,negatif,0.982629656791687
@triwul82 @_ikhwanyan Akhirnya Karma pun dia terima. Karma dari anak² sekolah yg keracunan makanan MBG anak² yg meninggal krn MBG dan karma dari rakyat Indonesia yg muak dg kerakusan Dadan.,@USER @USER akhirnya karma pun dia terima. karma dari anak² sekolah yg keracunan makanan mbg anak² yg meninggal krn mbg dan karma dari rakyat indonesia yg muak dg kerakusan dadan.,negatif,0.9965373277664185
PONAKANKU KERACUNAN MBG .. KAMPANG PEMERINTAH NI MEMANG!,ponakanku keracunan mbg .. kampang pemerintah ni memang!,negatif,0.9972056746482849
Dadan Hindayana menjadi sorotan usai dicopot dari jabatannya sebagai Kepala BGN. Sekitar lima bulan pelaksanaan Program Makan Bergizi Gratis hingga awal Mei 2026 sejumlah kontroversi mulai dari usulan konsumsi susu 2 liter per hari hingga kasus keracunan MBG menjadi perhatian. https://t.co/IVxa9xl0QC,dadan hindayana menjadi sorotan usai dicopot dari jabatannya sebagai kepala bgn. sekitar lima bulan pelaksanaan program makan bergizi gratis hingga awal mei 2026 sejumlah kontroversi mulai dari usulan konsumsi susu 2 liter per hari hingga kasus keracunan mbg menjadi perhatian. HTTPURL,netral,0.9953649044036865
Inilah efek samping jika terlalu banyak mengkonsumsi MBG yaitu menyebabkan DELUSI &amp; SKIZOFRENIA. https://t.co/HCdskFlUKC,inilah efek samping jika terlalu banyak mengkonsumsi mbg yaitu menyebabkan delusi &amp; skizofrenia. HTTPURL,negatif,0.973076581954956
@semangatniee ANAK ANAK KERACUNAN MBG DI BAWA AMBULAN LEWAT JALAN TOL SAMPAI RUMAH SAKIT PERAWATAN NYA PAKE BPJS . KOMBINASI YG EDAN,@USER anak anak keracunan mbg di bawa ambulan lewat jalan tol sampai rumah sakit perawatan nya pake bpjs . kombinasi yg edan,negatif,0.9960926175117493
Kasus DADAN Cs membuktikan kalau proyek MBG itu modus korupsi yg mengancam keselamatan anak bangsa harus segera dihentikan @prabowo @DPR_RI https://t.co/uWaZMSh9PQ,kasus dadan cs membuktikan kalau proyek mbg itu modus korupsi yg mengancam keselamatan anak bangsa harus segera dihentikan @USER @USER HTTPURL,negatif,0.96148282289505
@rimacahaya661 KPK harus segera usut tuntas mahluk ini sebelum mati keracunan MBG.,@USER kpk harus segera usut tuntas mahluk ini sebelum mati keracunan mbg.,negatif,0.9852723479270935
@kangmirdja Haha .. kalau sampai keracunan mbg di luar negri memalukan banget,@USER haha .. kalau sampai keracunan mbg di luar negri memalukan banget,negatif,0.9971626400947571
Meow 1: kenapa kita ngumpul? Meow 2: hati-hati cok mangan sisa nasi MBG kowe keracunan nanti wong anak sekolah pada keracunan. Sian cok bocah-bocah sekolah pada keracunan. All meow : presidene sopo iku? Rak menungso pun ikut nelongso. End~,meow 1: kenapa kita ngumpul? meow 2: hati-hati cok mangan sisa nasi mbg kowe keracunan nanti wong anak sekolah pada keracunan. sian cok bocah-bocah sekolah pada keracunan. all meow : presidene sopo iku? rak menungso pun ikut nelongso. end~,negatif,0.9761490225791931
@menuembegejelek @prabowo jujur ya sepupu aku pada gamau lagi makan mbg karna liat tmnnya pd keracunan trs pd akhirnya tiap dpt mgb dikasi buat ayam....makasi yh prab...tapi ...ah sudahlah,@USER @USER jujur ya sepupu aku pada gamau lagi makan mbg karna liat tmnnya pd keracunan trs pd akhirnya tiap dpt mgb dikasi buat ayam....makasi yh prab...tapi ...ah sudahlah,negatif,0.7474428415298462
Jangan tutup mata kalau MBG tuh memotong anggaran pendidikan dan kesehatan. Jangan tutup mata kalau ratusan siswa keracunan karena MBG. Jangan tutup mata karena MBG stok susu di swalayan habis. Jangan tutup mata MBG memakan banyak sekali APBN,jangan tutup mata kalau mbg tuh memotong anggaran pendidikan dan kesehatan. jangan tutup mata kalau ratusan siswa keracunan karena mbg. jangan tutup mata karena mbg stok susu di swalayan habis. jangan tutup mata mbg memakan banyak sekali apbn,negatif,0.9949303269386292
Pimpinan Komisi IX DPR Jelaskan 3 PR Berat Kepala BGN Baru Soroti Keracunan MBG https://t.co/Du0qcs6Xb3,pimpinan komisi ix dpr jelaskan 3 pr berat kepala bgn baru soroti keracunan mbg HTTPURL,netral,0.9953954815864563
@widarto63285827 @aniesbaswedan Keracunan MBG kyknya nih orang..,@USER @USER keracunan mbg kyknya nih orang..,negatif,0.9914965629577637
Berdasarkan data JPPI sejak awal 2025 hingga April 2026 tercatat sedikitnya 33.626 pelajar sempat mengalami keracunan yang diduga dari MBG.,berdasarkan data jppi sejak awal 2025 hingga april 2026 tercatat sedikitnya 33.626 pelajar sempat mengalami keracunan yang diduga dari mbg.,netral,0.980195164680481
@kompascom Njir keracunan mbg go international,@USER njir keracunan mbg go international,negatif,0.9944202303886414
Kejagung tetapkan eks Kepala BGN Dadan Hindayana dan dua wakilnya sebagai tersangka korupsi tata kelola MBG. Begini motif yang dilakukan Dadan dkk. https://t.co/CW6SeqmjUa,kejagung tetapkan eks kepala bgn dadan hindayana dan dua wakilnya sebagai tersangka korupsi tata kelola mbg. begini motif yang dilakukan dadan dkk. HTTPURL,netral,0.9945514798164368
@indepenSumatera Liat dari timing nya cocok ini kasus jd percontohan hukuman mati untuk koruptor. Tuntut hukuman mati bagi para koruptor MBG. Pasalnya yg keracunan MBG bertaruh nyawa di tiap kasus nya.,@USER liat dari timing nya cocok ini kasus jd percontohan hukuman mati untuk koruptor. tuntut hukuman mati bagi para koruptor mbg. pasalnya yg keracunan mbg bertaruh nyawa di tiap kasus nya.,negatif,0.9909569621086121
@celleoreo Pertanyaan tolol macam apa...kan dia nyiptain 17juta lapangan kerja...skrng multifungsi MBG apa..sdangkan banyak yg keracunan.... Dan gak Ade manfaatnya...paya bahlil,@USER pertanyaan tolol macam apa...kan dia nyiptain 17juta lapangan kerja...skrng multifungsi mbg apa..sdangkan banyak yg keracunan.... dan gak ade manfaatnya...paya bahlil,negatif,0.9952459931373596
Kejaksaan Agung mengungkap dugaan penyimpangan dalam tata kelola program Makan Bergizi Gratis (MBG) yang menyeret eks Kepala BGN Dadan Hindayana bersama dua mantan wakilnya. Mereka diduga terafiliasi dengan sejumlah yayasan SPPG yang menerima keuntungan miliaran rupiah per hari https://t.co/6oerSfxRvC,kejaksaan agung mengungkap dugaan penyimpangan dalam tata kelola program makan bergizi gratis (mbg) yang menyeret eks kepala bgn dadan hindayana bersama dua mantan wakilnya. mereka diduga terafiliasi dengan sejumlah yayasan sppg yang menerima keuntungan miliaran rupiah per hari HTTPURL,netral,0.9678379893302917
@kompascom Nih orang masih pura² gak tau apapun?? Padahal dulu dia anggap anak² yg keracunan MBG hanya angka bahkan wartawan CNN yg tanya dia dibungkam.,@USER nih orang masih pura² gak tau apapun?? padahal dulu dia anggap anak² yg keracunan mbg hanya angka bahkan wartawan cnn yg tanya dia dibungkam.,negatif,0.9933952689170837
@txtdrimedia Udah nih ??? Maaf doang ??? Gamma ??? Kanjuruhan ??? KM50 ??? Darso ??? Warga adat yang ditembaki?? Aktivis dan anak di bawah umur yang digebuk dikriminalisasi ?? Ribuan orang yang keracunan MBG ??? Yg digusur ??? Perempuan yg diperkosa aparat ??? PENINDASAN ???,@USER udah nih ??? maaf doang ??? gamma ??? kanjuruhan ??? km50 ??? darso ??? warga adat yang ditembaki?? aktivis dan anak di bawah umur yang digebuk dikriminalisasi ?? ribuan orang yang keracunan mbg ??? yg digusur ??? perempuan yg diperkosa aparat ??? penindasan ???,negatif,0.9860251545906067
Tujuan awalnya MBG apa? Bukan lapangan pekerjaan tp gizi kan. Ini bergizi jg kagak keracunan iya. APBN bocor terus masih maksain. Kalo emg niat bikin lapangan pekerjaan ya sekalian aja tuh anggarannya dipake gengsi aja yg digedein. Yg waras ya yg waras jgn dipelintir.,tujuan awalnya mbg apa? bukan lapangan pekerjaan tp gizi kan. ini bergizi jg kagak keracunan iya. apbn bocor terus masih maksain. kalo emg niat bikin lapangan pekerjaan ya sekalian aja tuh anggarannya dipake gengsi aja yg digedein. yg waras ya yg waras jgn dipelintir.,negatif,0.9862163066864014
@KangManto123 Kasih makan MBG yg beracun biar ngerasain seperti murid2 yg keracunan ,@USER kasih makan mbg yg beracun biar ngerasain seperti murid2 yg keracunan,negatif,0.9956533908843994
MIRIS... VALENCIA JURNALIS CNN MEMBONGKAR KERACUNAN MBG DIDEPAN PRESIDEN KINI DITAHAN KARENA DIANGGAP MEMBONGKAR AIB NEGARA....‼️ #TolakBoPHargaMati #TolakBoPHargaMati 🆘🆗 https://t.co/PNZ7NIRbwV,miris... valencia jurnalis cnn membongkar keracunan mbg didepan presiden kini ditahan karena dianggap membongkar aib negara.... tanda seru ganda #tolakbophargamati #tolakbophargamati tombol sos tombol ok HTTPURL,negatif,0.8186016082763672
@wiyokooo Perasaan mbg gk bener jg tuh berita keracunan berseliweran,@USER perasaan mbg gk bener jg tuh berita keracunan berseliweran,negatif,0.9920167922973633
@celleoreo Jika MBG benar di hentikan maka akan ada banyak Guru dan siswa yang aman dari keracunan no more keracunan MBG #StopMBG,@USER jika mbg benar di hentikan maka akan ada banyak guru dan siswa yang aman dari keracunan no more keracunan mbg #stopmbg,negatif,0.9027058482170105
Musibah beruntun. Ada yang keracunan MBG yang tewas kecelakaan hingga nyawa melayang di pemusnahan amunisi. Hebatnya lagi nggak ada yang: 1. minta maaf. 2. menyatakan bertanggungjawab. 3. mengundurkan diri. Rakyatnya hidup susah sudah mati pun masih difitnah.,musibah beruntun. ada yang keracunan mbg yang tewas kecelakaan hingga nyawa melayang di pemusnahan amunisi. hebatnya lagi nggak ada yang: 1. minta maaf. 2. menyatakan bertanggungjawab. 3. mengundurkan diri. rakyatnya hidup susah sudah mati pun masih difitnah.,negatif,0.9962694644927979
@Derukmana12 @ardisatriawan dia ditumbalkan atau memang dianggap kelewatan ambil untung ya ? Karena dari awal pun ini sudah sangat konyol dari ahli serangga urus pangan bilang yang keracunan belum terbiasa makan enak makamn mbg JD tinggi pengadaan motor kaos kaki sppg p3k rumah sppg dll,@USER @USER dia ditumbalkan atau memang dianggap kelewatan ambil untung ya ? karena dari awal pun ini sudah sangat konyol dari ahli serangga urus pangan bilang yang keracunan belum terbiasa makan enak makamn mbg jd tinggi pengadaan motor kaos kaki sppg p3k rumah sppg dll,negatif,0.9963908791542053
@MorphoMenelausX Orang ribet soal MBG karena pelaksanaan nya amburadul kacau orang kek lu yang liat kasus keracunan cuma dari angka mana paham ginian empati aja ga ada.,@USER orang ribet soal mbg karena pelaksanaan nya amburadul kacau orang kek lu yang liat kasus keracunan cuma dari angka mana paham ginian empati aja ga ada.,negatif,0.9980154037475586
@semangatniee BPJS untuk rakyat menengah kebawah MBG untuk SPPG dan murid yang menikmati makan siangnya+ngga keracunan. Tol dinikmati khususnya Haji I- Whoosh mana Whoosh? ,@USER bpjs untuk rakyat menengah kebawah mbg untuk sppg dan murid yang menikmati makan siangnya+ngga keracunan. tol dinikmati khususnya haji i- whoosh mana whoosh?,negatif,0.9514064788818359
karena mbg sangat bermasalah dengan berat hati saya memberhentikan program ini dgn tenggat waktu 3-6 bulan utk dievaluasi secara menyeluruh. selain itu agar memperkuat apbn kita maka program ini akan diefisiensikan hingga 30T pertahun. mimpi basah WNI,karena mbg sangat bermasalah dengan berat hati saya memberhentikan program ini dgn tenggat waktu 3-6 bulan utk dievaluasi secara menyeluruh. selain itu agar memperkuat apbn kita maka program ini akan diefisiensikan hingga 30t pertahun. mimpi basah wni,negatif,0.3682026267051697
@narkosun Itu doa anak dan orang tua yg keracunan menu MBG,@USER itu doa anak dan orang tua yg keracunan menu mbg,negatif,0.9953222870826721
Gimana ga ada kasus keracunan MBG kalau di dokumen kesiapan MBG inventaris kesiapan peralatan dapur peralatan masak alat K3-nya OPSIONAL. https://t.co/Oqm9eN1b02,gimana ga ada kasus keracunan mbg kalau di dokumen kesiapan mbg inventaris kesiapan peralatan dapur peralatan masak alat k3-nya opsional. HTTPURL,negatif,0.9916033148765564
@semangatniee MBG. Dampaknya sgt nyata. Tingginya kasus keracunan mkanan basi dll.,@USER mbg. dampaknya sgt nyata. tingginya kasus keracunan mkanan basi dll.,negatif,0.9944565296173096
@MariaAlkaff_ @bimautama77 Akhirnya Dadan 'keracunan' MBG juga.. ,@USER @USER akhirnya dadan 'keracunan' mbg juga..,negatif,0.9789435267448425
@P3gEl Harus itu ini kalau ga dimiskinkan keluar kaya raya. Sementara statementnya saat banyak anak² sekolah yg keracunan karena mbg bikin emosi,@USER harus itu ini kalau ga dimiskinkan keluar kaya raya. sementara statementnya saat banyak anak² sekolah yg keracunan karena mbg bikin emosi,negatif,0.9957565665245056
Breaking News: 12 Siswa SD di Kepahiang Dilarikan ke Puskesmas Keracunan Massal Usai Konsumsi MBG https://t.co/vZtPgCW23i via @tribunnews,breaking news: 12 siswa sd di kepahiang dilarikan ke puskesmas keracunan massal usai konsumsi mbg HTTPURL via @USER,netral,0.9930758476257324
@mohmahfudmd Prof ibu nannik jg sama aj kok nnti rekam jejak utk pergizian aja tdk ada. Yg a da cm si ibu nangis pas ada kasus keracunan mbg,@USER prof ibu nannik jg sama aj kok nnti rekam jejak utk pergizian aja tdk ada. yg a da cm si ibu nangis pas ada kasus keracunan mbg,negatif,0.9954037666320801
@tempodotco @__littlethingsy makin kemana mana nih mbg mending duitnya dipake beli bahan bahan makanan yang bergizi biar anak anak ga keracunan,@USER @USER makin kemana mana nih mbg mending duitnya dipake beli bahan bahan makanan yang bergizi biar anak anak ga keracunan,negatif,0.9896335601806641
@MorphoMenelausX Karena pelaksanaannya udah melenceng dari tujuan awalnya. Kan katanya mbg nih buat ngatasin stunting tapi malah bikin anak anak keracunan.,@USER karena pelaksanaannya udah melenceng dari tujuan awalnya. kan katanya mbg nih buat ngatasin stunting tapi malah bikin anak anak keracunan.,negatif,0.9958263039588928
@salam4jari - kasus kriminal: jangan dibesar-besarkan. - kasus keracunan mbg: jangan dibesar-besarkan di negara lain juga terjadi. -kasus kereta cepat: jangan dibesar-besarkan di negara lain juga rugi. kasus meme pejabat: polisikan sisir tangkap.,@USER - kasus kriminal: jangan dibesar-besarkan. - kasus keracunan mbg: jangan dibesar-besarkan di negara lain juga terjadi. -kasus kereta cepat: jangan dibesar-besarkan di negara lain juga rugi. kasus meme pejabat: polisikan sisir tangkap.,negatif,0.8704174160957336
@ardisatriawan Orang-orang yg korupsi MBG semoga matinya karena keracunan MBG ,@USER orang-orang yg korupsi mbg semoga matinya karena keracunan mbg,negatif,0.9897446036338806
@kangdede78 Kalau MBG sejak prabowo nyeplosin ide itu di kampanye pilpres sdh kebayang lhoo semua kejadian buruk bawaanya.. keracunan korupsi proyek2an beras mahal minyak mahal ayam naik telur gak stabil buah mahal dadakan muncul susu kemasan merk gak jelas .,@USER kalau mbg sejak prabowo nyeplosin ide itu di kampanye pilpres sdh kebayang lhoo semua kejadian buruk bawaanya.. keracunan korupsi proyek2an beras mahal minyak mahal ayam naik telur gak stabil buah mahal dadakan muncul susu kemasan merk gak jelas .,negatif,0.9964838027954102
@sociotalker @Fahrihamzah Ekonomi komando ala Prabowo ini membuat rakyat harus menerima MBG walaupun banyak yg tidak membutuhkannya korban keracunan tidak bisa menuntut makanan sisa tidak dipertanggungjawabkan banyak pemalsuan kandungan gizi &amp; hanya melibatkan 5% ekonomi lokal,@USER @USER ekonomi komando ala prabowo ini membuat rakyat harus menerima mbg walaupun banyak yg tidak membutuhkannya korban keracunan tidak bisa menuntut makanan sisa tidak dipertanggungjawabkan banyak pemalsuan kandungan gizi &amp; hanya melibatkan 5% ekonomi lokal,negatif,0.992093026638031
@ruliemaulana Ya kamu kasih data penumbuhan ini itu terkait MBG itu dampaknya yg dirasakan apa? Belum ada keracunan jg masih ada. Kualitas masih sama buruknya. Menjangkau masyarakat kecil jg engga karena MBG secara praktek jg ga menjangkau suplier yg ditargetkan Karena apa? Buat mark up,@USER ya kamu kasih data penumbuhan ini itu terkait mbg itu dampaknya yg dirasakan apa? belum ada keracunan jg masih ada. kualitas masih sama buruknya. menjangkau masyarakat kecil jg engga karena mbg secara praktek jg ga menjangkau suplier yg ditargetkan karena apa? buat mark up,negatif,0.9938589930534363
@Raymoendoe Bener banget kata Kakak. Rumput laut dan anggur laut itu menyerap nutrisi langsung dari air di sekitarnya ibarat spons. Kalau dia hidup di air yang tercemar logam berat industri (seperti timbal atau merkuri) dia bakal menyerap racun itu. Kalau kita makan racunnya otomatis,@USER bener banget kata kakak. rumput laut dan anggur laut itu menyerap nutrisi langsung dari air di sekitarnya ibarat spons. kalau dia hidup di air yang tercemar logam berat industri (seperti timbal atau merkuri) dia bakal menyerap racun itu. kalau kita makan racunnya otomatis,negatif,0.9502034783363342
@MorphoMenelausX Ngetik panjang lebar intinya lu gk terima kan mbg di kritik ? Perasaan yg rame di kritik soal makanan yg gj layak kasus keracunan atau program pengadaan yg gk jelas. Kalau sppg nya bener perasaan gk pernah kena ? Ada pun yg kebelet edgy doang rata² yg di keluhin yg bermasalah,@USER ngetik panjang lebar intinya lu gk terima kan mbg di kritik ? perasaan yg rame di kritik soal makanan yg gj layak kasus keracunan atau program pengadaan yg gk jelas. kalau sppg nya bener perasaan gk pernah kena ? ada pun yg kebelet edgy doang rata² yg di keluhin yg bermasalah,negatif,0.9951437711715698
@ardisatriawan BOTAX TIDAK PEDULI ANAK ANAK JADI KORBAN KERACUNAN YANG PENTING SETORAN LANCAR STOP mbg !! Karena MBG : Malah bikin Goblog,@USER botax tidak peduli anak anak jadi korban keracunan yang penting setoran lancar stop mbg !! karena mbg : malah bikin goblog,negatif,0.9820246696472168
Dalam Negeri Aja Masih Banyak Kasus Keracunan BGN Ingin Beri MBG untuk Anak Sekolah Indonesia di Jeddah Arab Saudi. Seolah-olah semua urusan di dalam negeri sudah centang semua. https://t.co/ZRXtSoV0zM,dalam negeri aja masih banyak kasus keracunan bgn ingin beri mbg untuk anak sekolah indonesia di jeddah arab saudi. seolah-olah semua urusan di dalam negeri sudah centang semua. HTTPURL,negatif,0.9850902557373047
Tiga pimpinan BGN ditahan. ICW tekankan pemeriksaan dan aturan hukum lainnya tidak boleh berhenti hanya pada dugaan tindak pidana yang tengah diusut. https://t.co/cSbxuWZLBC https://t.co/3FGOQZYyCi,tiga pimpinan bgn ditahan. icw tekankan pemeriksaan dan aturan hukum lainnya tidak boleh berhenti hanya pada dugaan tindak pidana yang tengah diusut. HTTPURL HTTPURL,netral,0.9914685487747192
@99propaganda ...untuk penangkapan itu diperlukan pengorbanan besar : 1. ribuan siswa yg keracunan MBG 2. milyaran rupiah uang sia sia karena makanan basi 3. anggaran negara dari berbagai pos yg dikurangi 4. perang narasi di ranah publik (termasuk medsos) 5. wajah negeri yg tercemar,@USER ...untuk penangkapan itu diperlukan pengorbanan besar : 1. ribuan siswa yg keracunan mbg 2. milyaran rupiah uang sia sia karena makanan basi 3. anggaran negara dari berbagai pos yg dikurangi 4. perang narasi di ranah publik (termasuk medsos) 5. wajah negeri yg tercemar,negatif,0.9954752326011658
@JPelaut28387 @andreas_ardetta Bagus dong biar bunted keracunan MBG masakannya,@USER @USER bagus dong biar bunted keracunan mbg masakannya,negatif,0.9919928312301636
@kangdede78 Ibu stunting anak kurus giliran pada keracunan MBG aja malah tutup mata seolah-olah ga terjadi hal yang buruk Tolong Pak! Jangan retard,@USER ibu stunting anak kurus giliran pada keracunan mbg aja malah tutup mata seolah-olah ga terjadi hal yang buruk tolong pak! jangan retard,negatif,0.9983575940132141
Borong 21 Ribu Motor Listrik hingga TV 75 Inci Korupsi Makan Bergizi BGN Tembus Rp1 Triliun https://t.co/lv3mPYqu2o,borong 21 ribu motor listrik hingga tv 75 inci korupsi makan bergizi bgn tembus rp1 triliun HTTPURL,netral,0.9958938360214233
@MorphoMenelausX Yaudh gini aja kan lu dukung MBG bisa kali suruh SPPG nya tanggung jawab sama anak² yg keracunan gak intimidasi klo ada yg gak mau terima MBG. Klo dukung jangan setengah² dong zer ,@USER yaudh gini aja kan lu dukung mbg bisa kali suruh sppg nya tanggung jawab sama anak² yg keracunan gak intimidasi klo ada yg gak mau terima mbg. klo dukung jangan setengah² dong zer,negatif,0.8983622789382935
Cari kerjaan lain yang lebih halal. MBG cuma merusak kalian dan orang sekitar. Apa ga mikir yang keracunan dan sampai meninggal? Jangan banyak nyawit,cari kerjaan lain yang lebih halal. mbg cuma merusak kalian dan orang sekitar. apa ga mikir yang keracunan dan sampai meninggal? jangan banyak nyawit,negatif,0.996303915977478
@ambisidev @tempedotc0 cerdas dri mana mas? w guru sd banyak yang keracunan malah. tiap² mbg pada gamau makan mereka bilang GA ENAK,@USER @USER cerdas dri mana mas? w guru sd banyak yang keracunan malah. tiap² mbg pada gamau makan mereka bilang ga enak,negatif,0.9940180778503418
Yotsuba tolong jangan sekolah dulu takut keracunan mbg,yotsuba tolong jangan sekolah dulu takut keracunan mbg,negatif,0.9952711462974548
Main Mata Dadan Cs Sedot Miliaran Uang MBG per Hari Kejagung: Mereka Bertiga Kerja Sama! https://t.co/z3gJzsCxzK,main mata dadan cs sedot miliaran uang mbg per hari kejagung: mereka bertiga kerja sama! HTTPURL,netral,0.99114990234375
